 iblock,l1,ksym,k1s,k1f                                 
     1     1     1     1    27 F
     2     2     1     1    27 F
     3     3     1     1    27 F
     4     4     1     1    27 F
     5     5     1     1    27 F
     6     6     1     1    27 F
     7     7     1     1    27 F
